batch_number,name,unit_of_measurement,description,category,usage,owner,quantity
8467, IP PHONE,ΤΕΜΑΧΙΑ,,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΔΙΔΕΣ,0
8471, T/K ALCATEL 4400 WMI,ΤΕΜΑΧΙΑ,,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΔΙΔΕΣ,0
8472, ΚΑΛΩΔΙΟ ΕΙΔΙΚΟ ΖΕΥΞΗΣ,ΤΕΜΑΧΙΑ,,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΔΙΔΕΣ,0
8475," ΚΑΛΩΔΙΟ 20""",ΤΕΜΑΧΙΑ,,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΔΙΔΕΣ,0
8477, POWER CPU-7 FOR ALCATEL 4400,ΤΕΜΑΧΙΑ,,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΔΙΔΕΣ,0
8478, POWER CPU-7-2 FOR ALCATEL 4400,ΤΕΜΑΧΙΑ,,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΔΙΔΕΣ,0
8479, ΒΑΣΗ ΜΕ ΔΥΟ ANEM,ΤΕΜΑΧΙΑ,,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΔΙΔΕΣ,0
8480, ΒΑΣΗ ΜΕ ΘΕΡΜΟΣΤΑΤΗ,ΤΕΜΑΧΙΑ,,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΔΙΔΕΣ,0
8481, ΣΤΟΙΧΕΙΑ 2V /420A 60PZ,ΤΕΜΑΧΙΑ,,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΔΙΔΕΣ,0
8482, ΣΥΣΣΩΡΕΥΤΗΣ 70 PZS 2V/490AH ERGON,ΤΕΜΑΧΙΑ,,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΔΙΔΕΣ,0
8485, ΛΟΓΙΣΜΙΚΟ OFFICE PRO PLUS 2007,ΤΕΜΑΧΙΑ,,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΔΙΔΕΣ,0
8488, ΤΕΧΝΙΚΑ ΕΓΧΕΙΡΙΔΙΑ,ΤΕΜΑΧΙΑ,,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΔΙΔΕΣ,0
8490, ΚΑΡΤΕΣ PRA 2 ΚΑΙ ABC,ΤΕΜΑΧΙΑ,,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΔΙΔΕΣ,0
8491, ΒΑΘΜΙΔΑ 32 ΨΗΦΙΑΚ,ΤΕΜΑΧΙΑ,,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΔΙΔΕΣ,0
8493, ΒΑΘΜΙΔΑ BRA-2 8ΠΡΟΣΒΑΣΕΩΝ,ΤΕΜΑΧΙΑ,,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΔΙΔΕΣ,0
8494, ΒΑΘΜΙΔΑ PRA-2 ΠΡΩΤΕΥΟΥΣΑΣ,ΤΕΜΑΧΙΑ,,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΔΙΔΕΣ,0
8495, ΒΑΘΜΙΔΑ UA-32 32 ΨΗΦΙΑΚΩΝ ΚΥΚΛ,ΤΕΜΑΧΙΑ,,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΔΙΔΕΣ,0
8496, ΒΑΘΜΙΔΑ ΔΙΑΣΥΝΔΕΣΗΣ ΚΥΡΙΟΥ ACT,ΤΕΜΑΧΙΑ,,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΔΙΔΕΣ,0
8497, ΚΑΡΤΑ Z -32 ΜΕΤΑ ΚΑΛΩΔΙΟΥ,ΤΕΜΑΧΙΑ,,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΔΙΔΕΣ,0
8499,ΕΚΤΥΠΩΤΗΣ LASER,ΤΕΜΑΧΙΑ,,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΔΙΔΕΣ,0
8500,ΣΑΡΩΤΗΣ Α3 SCANNERS,ΤΕΜΑΧΙΑ,,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΔΙΔΕΣ,0
8502,ΜΕΤΑΓΩΓΕΑΣ SWITCH,ΤΕΜΑΧΙΑ,,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΔΙΔΕΣ,0
8503,ΔΡΟΜΟΛΟΓΗΤΗΣ ROUTER,ΤΕΜΑΧΙΑ,,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΔΙΔΕΣ,0
8537,ΑΝΑΛΟΓΙΚΗ ΣΥΣΚΕΥΗ ΤIPTEL,ΤΕΜΑΧΙΑ,,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΔΙΔΕΣ,0
8538,ISDN ΤΗΛΕΦΩΝ ΣΥΣΚEYH TIPTEL190,ΤΕΜΑΧΙΑ,,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΔΙΔΕΣ,0
8545,H/Y DELL OPTIPL390MT/13/4G,ΤΕΜΑΧΙΑ,,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΔΙΔΕΣ,0
8546,CARD READER SMART/WRITER,ΤΕΜΑΧΙΑ,,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΔΙΔΕΣ,0
8547,CARD READER SMART / DEVELOP,ΤΕΜΑΧΙΑ,,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΔΙΔΕΣ,0
8548,CARD READER SMART /DEVELOP,ΤΕΜΑΧΙΑ,,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΔΙΔΕΣ,0
8557,ΠΟΛΥΜΗΧΑΝΗΜΑ HPOFFICEJET 6500,ΤΕΜΑΧΙΑ,,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΔΙΔΕΣ,0
8560,ΣΥΣΚΕΥΉ ANLGT -GPRS ΜΕ ΕΣΩΤ. ΕΞΩΤ. ΚΕΡΑΙΑ GPRS,ΤΕΜΑΧΙΑ,,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΔΙΔΕΣ,0
8561,ΚΑΡΤΕΣ GPRS TIM 6M / 10Μ,ΤΕΜΑΧΙΑ,,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΔΙΔΕΣ,0
8562,ΣΤΑΘΕΡΕΣ ΣΥΣΚΕΥΕΣ ΚΙΝΗΤΗΣ ΤΗΛΕΦΩΝΙΑΣ SIMADO G |,ΤΕΜΑΧΙΑ,,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΔΙΔΕΣ,0
8564,ΣΥΣΚΕΥΗ SWITCH 12PORT 10/100,ΤΕΜΑΧΙΑ,,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΔΙΔΕΣ,0
8565,ΤΗΛΕΦΩΝΙΚΗ ΣΥΣΚΕΥΗ YEALINK SIP - T40P,ΤΕΜΑΧΙΑ,,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΔΙΔΕΣ,0
8566,ΤΗΛΕΦΩΝΙΚΗ ΣΥΣΚΕΥΗ ΟΡTIPOINT 500ADVANCE,ΤΕΜΑΧΙΑ,,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΔΙΔΕΣ,0
8567,ΤΗΛΕΦΩΝΙΚΕΣ ΣΥΣΚΕΥΕΣ ALCATEL,ΤΕΜΑΧΙΑ,,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΔΙΔΕΣ,0
8577,ΘΥΓΑΤΡΙΚΕΣ ΚΑΡΤΕΣ CS-O,ΤΕΜΑΧΙΑ,,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΔΙΔΕΣ,0
8609,ESW 540 48K9 CISCO SWITCH_48P,ΤΕΜΑΧΙΑ,,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΔΙΔΕΣ,0
8612,KLIMA UNIT 9000BTU,ΤΕΜΑΧΙΑ,,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΔΙΔΕΣ,0
8639,ΣΥΣΤΗΜΑ ΑΥΤΟΜΑΤΗΣ ΠΡΟΑΠΑΝΤΗΣΗΣ(EVM2),ΤΕΜΑΧΙΑ,,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΔΙΔΕΣ,0
8640,ΚΑΡΤΑ ΚΑΤΑΓΡΑΦΗΣ 4 ΨΗΦΙΑΚΩΝ ΣΥΣΚΕΥΩΝ ( 4 PBXCH,ΤΕΜΑΧΙΑ,,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΔΙΔΕΣ,0
8654,NET CARD L.ONE OPT FNC -0104FX,ΤΕΜΑΧΙΑ,,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΔΙΔΕΣ,0
8655,ΚΑΛ . ΟΠΤΙΚΗΣ ΙΝΑΣ 30Μ ΠΟΛΥΤΡΟΠΗ,ΤΕΜΑΧΙΑ,,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΔΙΔΕΣ,0
8656,V35 CABLE DTE MALE 005784,ΤΕΜΑΧΙΑ,,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΔΙΔΕΣ,0
8658,RS-530 CABLE DTE MALE 005786,ΤΕΜΑΧΙΑ,,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΔΙΔΕΣ,0
8660,TWO - PORT VOICE INTERFACE CARD,ΤΕΜΑΧΙΑ,,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΔΙΔΕΣ,0
8661,8CHANNEL PACKET VOICE /FAX DSP,ΤΕΜΑΧΙΑ,,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΔΙΔΕΣ,0
8662,32 - CHANNEL PACKET VOICE /FAX DSP,ΤΕΜΑΧΙΑ,,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΔΙΔΕΣ,0
8663,64 CHANNEL PACKET VOICE /FAX DSP,ΤΕΜΑΧΙΑ,,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΔΙΔΕΣ,0
8664,FOUR PORT 10/100/1000 ETHERNET,ΤΕΜΑΧΙΑ,,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΔΙΔΕΣ,0
8680,HP COMPAQ DX6100,ΤΕΜΑΧΙΑ,,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΔΙΔΕΣ,0
8681,L173017 FLAT PANEL,ΤΕΜΑΧΙΑ,,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΔΙΔΕΣ,0
8685,DRUM TOSHIBA OD1600,ΤΕΜΑΧΙΑ,,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΔΙΔΕΣ,0
8686,HP MONITOR L1702 ΤΟNE,ΤΕΜΑΧΙΑ,,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΔΙΔΕΣ,0
8691,DP- 1520-PM ΨΗΦΙΑΚ ΦΩΤ /ΚΟ ΕΚΤΥΠ,ΤΕΜΑΧΙΑ,,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΔΙΔΕΣ,0
8693,KAPTA VIC 2-4FXO,ΤΕΜΑΧΙΑ,,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΔΙΔΕΣ,0
8696,ΛΟΓΙΣΜΙΚΟ BEAWER,ΤΕΜΑΧΙΑ,,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΔΙΔΕΣ,0
8698,UPS PULSAR EXTREME 1000C RACK,ΤΕΜΑΧΙΑ,,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΔΙΔΕΣ,0
8702,RACK 42V ΤΡΟΧΗΛΑΤΟ,ΤΕΜΑΧΙΑ,,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΔΙΔΕΣ,0
8703,CONVERTER LEVEL ONE,ΤΕΜΑΧΙΑ,,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΔΙΔΕΣ,0
8704,[POWER STRIP 6 PORTS,ΤΕΜΑΧΙΑ,,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΔΙΔΕΣ,0
8705,POWER STRIP 9 PORTS,ΤΕΜΑΧΙΑ,,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΔΙΔΕΣ,0
8706,ΟΠΤΙΚΟ PATCH PANEL 12 PORTS,ΤΕΜΑΧΙΑ,,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΔΙΔΕΣ,0
8709,CISCO SPA 122 ATA ROUTER,ΤΕΜΑΧΙΑ,,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΔΙΔΕΣ,0
8710,CISCO SPA 112 2 PORT ADAPTER,ΤΕΜΑΧΙΑ,,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΔΙΔΕΣ,0
8712,ΣΥΣΚΕΥΗ ΑΝΑΛΟΓΙΚΗ ALCATEL CE - 2 - A,ΤΕΜΑΧΙΑ,,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΔΙΔΕΣ,0
8717,ΚΛΙΜΑΤΙΣΤΙΚΟ LG - 18000 BTU,ΤΕΜΑΧΙΑ,,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΔΙΔΕΣ,0
8722,ΔΡΟΜΟΛΟΓΗΤΗΣ 3825 CISCO ΜΕ ΠΑΡΕΛΚΟΜΕΝΑ,ΤΕΜΑΧΙΑ,,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΔΙΔΕΣ,0
8723,ΔΙΑΚΟΠΤΗΣ 2960 ΔΙΚΤΥΩΝ CISCO 101492,ΤΕΜΑΧΙΑ,,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΔΙΔΕΣ,0
8741,GRAND STREAM GXW 4224 FXS,ΤΕΜΑΧΙΑ,,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΔΙΔΕΣ,0
8742,NET CARD SANGOMA,ΤΕΜΑΧΙΑ,,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΔΙΔΕΣ,0
8743,MODEM DLINK ADSL,ΤΕΜΑΧΙΑ,,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΔΙΔΕΣ,0
8744,ΝΤΟΥΛΑΠΑ ΜΕΛΑΜΙΝΗΣ 220Χ37,ΤΕΜΑΧΙΑ,,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΔΙΔΕΣ,0
8745,ΝΤΟΥΛΑΠΑ ΜΕΛΑΜΙΝΗΣ 200X42,ΤΕΜΑΧΙΑ,,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΔΙΔΕΣ,0
8756,ΚΑΡΤΑ ΣΥΝΔΕΣΗΣ U-200,ΤΕΜΑΧΙΑ,,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΔΙΔΕΣ,0
8757,NET RACK 42U UNIT,ΤΕΜΑΧΙΑ,,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΔΙΔΕΣ,0
8760,H /Y SERVER DELL 2950,ΤΕΜΑΧΙΑ,,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΔΙΔΕΣ,0
8761,ΣΕΤ ΠΛΗΚΤΡΟΛΟΓΙΟ - ΟΠΤΙΚΟ ΠΟΝΤΙΚΙ,ΤΕΜΑΧΙΑ,,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΔΙΔΕΣ,0
8762,H/Y HP COMPAQ 6200 Pro SFF,ΤΕΜΑΧΙΑ,,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΔΙΔΕΣ,0
0,CISCO 871,ΤΕΜΑΧΙΑ,,ΔΡΟΜΟΛΟΓΗΤΗΣ,ΔΙΔΕΣ ΔΙΚΤΥΑΚΟΣ ΕΞΟΠΛΙΣΜΟΣ,ΔΙΔΕΣ,0
0,CISCO 1751,ΤΕΜΑΧΙΑ,,ΔΡΟΜΟΛΟΓΗΤΗΣ,ΔΙΔΕΣ ΔΙΚΤΥΑΚΟΣ ΕΞΟΠΛΙΣΜΟΣ,ΔΙΔΕΣ,0
0,CISCO 2600,ΤΕΜΑΧΙΑ,,ΔΡΟΜΟΛΟΓΗΤΗΣ,ΔΙΔΕΣ ΔΙΚΤΥΑΚΟΣ ΕΞΟΠΛΙΣΜΟΣ,ΔΙΔΕΣ,0
0,CISCO 3600,ΤΕΜΑΧΙΑ,,ΔΡΟΜΟΛΟΓΗΤΗΣ,ΔΙΔΕΣ ΔΙΚΤΥΑΚΟΣ ΕΞΟΠΛΙΣΜΟΣ,ΔΙΔΕΣ,0
0,PANDATEL 64 Kbps,ΤΕΜΑΧΙΑ,,CONVERTER,ΔΙΔΕΣ ΔΙΚΤΥΑΚΟΣ ΕΞΟΠΛΙΣΜΟΣ,ΔΙΔΕΣ,0
0,Combiner,ΤΕΜΑΧΙΑ,,ΔΡΟΜΟΛΟΓΗΤΗΣ,ΔΙΔΕΣ ΔΙΚΤΥΑΚΟΣ ΕΞΟΠΛΙΣΜΟΣ,ΔΙΔΕΣ,0
0,CISCO 2911,ΤΕΜΑΧΙΑ,,ΔΡΟΜΟΛΟΓΗΤΗΣ,ΔΙΔΕΣ ΔΙΚΤΥΑΚΟΣ ΕΞΟΠΛΙΣΜΟΣ,ΔΙΔΕΣ,0
0,CISCO 1941,ΤΕΜΑΧΙΑ,,ΔΡΟΜΟΛΟΓΗΤΗΣ,ΔΙΔΕΣ ΔΙΚΤΥΑΚΟΣ ΕΞΟΠΛΙΣΜΟΣ,ΔΙΔΕΣ,0
0,CISCO 1921,ΤΕΜΑΧΙΑ,,ΔΡΟΜΟΛΟΓΗΤΗΣ,ΔΙΔΕΣ ΔΙΚΤΥΑΚΟΣ ΕΞΟΠΛΙΣΜΟΣ,ΔΙΔΕΣ,0
0,ALCATEL SWITCH 48 Port,ΤΕΜΑΧΙΑ,,SWITCH,ΔΙΔΕΣ ΔΙΚΤΥΑΚΟΣ ΕΞΟΠΛΙΣΜΟΣ,ΔΙΔΕΣ,0
0,SWITCH 2960C - 8TC-S,ΤΕΜΑΧΙΑ,,SWITCH,ΔΙΔΕΣ ΔΙΚΤΥΑΚΟΣ ΕΞΟΠΛΙΣΜΟΣ,ΔΙΔΕΣ,0
0,SWITCH 2960C - 24TC-S,ΤΕΜΑΧΙΑ,,SWITCH,ΔΙΔΕΣ ΔΙΚΤΥΑΚΟΣ ΕΞΟΠΛΙΣΜΟΣ,ΔΙΔΕΣ,0
0,Κάρτα HWIC – 1ADSL,ΤΕΜΑΧΙΑ,,MODULE,ΔΙΔΕΣ ΔΙΚΤΥΑΚΟΣ ΕΞΟΠΛΙΣΜΟΣ,ΔΙΔΕΣ,0
0,Κάρτα HWIC - 1T,ΤΕΜΑΧΙΑ,,MODULE,ΔΙΔΕΣ ΔΙΚΤΥΑΚΟΣ ΕΞΟΠΛΙΣΜΟΣ,ΔΙΔΕΣ,0
0,Κάρτα WIC - 1T (Παλαιού τύπου),ΤΕΜΑΧΙΑ,,MODULE,ΔΙΔΕΣ ΔΙΚΤΥΑΚΟΣ ΕΞΟΠΛΙΣΜΟΣ,ΔΙΔΕΣ,0
0,Κάρτα WIC - 2T,ΤΕΜΑΧΙΑ,,MODULE,ΔΙΔΕΣ ΔΙΚΤΥΑΚΟΣ ΕΞΟΠΛΙΣΜΟΣ,ΔΙΔΕΣ,0
0,Κάρτα VIC 3 – 4 FXS / DID,ΤΕΜΑΧΙΑ,,MODULE,ΔΙΔΕΣ ΔΙΚΤΥΑΚΟΣ ΕΞΟΠΛΙΣΜΟΣ,ΔΙΔΕΣ,0
0,Κάρτα VIC 3 – 2 FXS / DID,ΤΕΜΑΧΙΑ,,MODULE,ΔΙΔΕΣ ΔΙΚΤΥΑΚΟΣ ΕΞΟΠΛΙΣΜΟΣ,ΔΙΔΕΣ,0
0,Κάρτα VIC 3 – 4 FXS / DID,ΤΕΜΑΧΙΑ,,MODULE,ΔΙΔΕΣ ΔΙΚΤΥΑΚΟΣ ΕΞΟΠΛΙΣΜΟΣ,ΔΙΔΕΣ,0
0,Κάρτα VIC 3 – 2 FXS / DID,ΤΕΜΑΧΙΑ,,MODULE,ΔΙΔΕΣ ΔΙΚΤΥΑΚΟΣ ΕΞΟΠΛΙΣΜΟΣ,ΔΙΔΕΣ,0
0,Κάρτα VIC 2– 2 FXO,ΤΕΜΑΧΙΑ,,MODULE,ΔΙΔΕΣ ΔΙΚΤΥΑΚΟΣ ΕΞΟΠΛΙΣΜΟΣ,ΔΙΔΕΣ,0
0,Κάρτα VIC 2– 4 FXO,ΤΕΜΑΧΙΑ,,MODULE,ΔΙΔΕΣ ΔΙΚΤΥΑΚΟΣ ΕΞΟΠΛΙΣΜΟΣ,ΔΙΔΕΣ,0
0,Κάρτα EHWIC – 4 ESG,ΤΕΜΑΧΙΑ,,MODULE,ΔΙΔΕΣ ΔΙΚΤΥΑΚΟΣ ΕΞΟΠΛΙΣΜΟΣ,ΔΙΔΕΣ,0
0,Κάρτα PVDM 3-16,ΤΕΜΑΧΙΑ,,MODULE,ΔΙΔΕΣ ΔΙΚΤΥΑΚΟΣ ΕΞΟΠΛΙΣΜΟΣ,ΔΙΔΕΣ,0
0,Κάρτα PVDM 2-8,ΤΕΜΑΧΙΑ,,MODULE,ΔΙΔΕΣ ΔΙΚΤΥΑΚΟΣ ΕΞΟΠΛΙΣΜΟΣ,ΔΙΔΕΣ,0
0,Τροφοδοτικά Cisco 2800,ΤΕΜΑΧΙΑ,,MODULE,ΔΙΔΕΣ ΔΙΚΤΥΑΚΟΣ ΕΞΟΠΛΙΣΜΟΣ,ΔΙΔΕΣ,0
0,Κάρτα BRI 8B- S/T,ΤΕΜΑΧΙΑ,,MODULE,ΔΙΔΕΣ ΔΙΚΤΥΑΚΟΣ ΕΞΟΠΛΙΣΜΟΣ,ΔΙΔΕΣ,0
0,Κάρτα WIC 1 AM V2,ΤΕΜΑΧΙΑ,,MODULE,ΔΙΔΕΣ ΔΙΚΤΥΑΚΟΣ ΕΞΟΠΛΙΣΜΟΣ,ΔΙΔΕΣ,0
0,Κάρτα 1B- S/T,ΤΕΜΑΧΙΑ,,MODULE,ΔΙΔΕΣ ΔΙΚΤΥΑΚΟΣ ΕΞΟΠΛΙΣΜΟΣ,ΔΙΔΕΣ,0
0,FAST ETHERNET MEDIA CONVERTER,ΤΕΜΑΧΙΑ,,ΜΕΤΑΤΡΟΠΕΑΣ,ΔΙΔΕΣ ΔΙΚΤΥΑΚΟΣ ΕΞΟΠΛΙΣΜΟΣ,ΔΙΔΕΣ,0
0,Allied Telesis Extended Ethernet,ΤΕΜΑΧΙΑ,,LAN EXTENDER,ΔΙΔΕΣ ΔΙΚΤΥΑΚΟΣ ΕΞΟΠΛΙΣΜΟΣ,ΔΙΔΕΣ,0
0,ALCATEL ROUTER ,ΤΕΜΑΧΙΑ,,ΔΡΟΜΟΛΟΓΗΤΗΣ,ΔΙΔΕΣ ΔΙΚΤΥΑΚΟΣ ΕΞΟΠΛΙΣΜΟΣ,ΔΙΔΕΣ,0
